T1,T2
1.65,1.6833
2.95,4.0833
4.6,4.7333
6.1,12.417
15.083,20.583
21.417,21.6
22.567,23.9
25.1,26.183
26.9,29.45
30.5,34.7
35.2,36.283
37.833,39.4
40.45,40.483
41.017,53.033
53.517,61.883
62.567,77.35
79.5,82.25
83.117,84.767
85.85,87.25
88.983,89.517
90.1,90.133
91.1,93.983
94.7,96.65
97.6,99.4
100.05,100.57
101.15,101.82
102.35,103.77
104.83,110.7
111.67,114.47
115.18,115.22
116.53,116.57
117.53,120.15
121.17,126.42
127.32,128.15
128.75,129.28
129.98,131.92
132.5,140.58
142.73,143.77
145.03,145.93
146.47,151.07
151.7,152.57
153.42,159.18
159.83,160.53
161.22,179.78
180.37,195.32
195.83,197.98
199.27,204.23
204.87,210.95
211.68,212.95
213.82,215.75
216.43,216.47
217.12,219.13
219.77,219.93
220.42,220.87
221.75,225.08
226.48,228.03
229.55,229.58
230.82,231.92
232.48,233.93
234.63,235.87
236.65,238.38
238.88,241.02
241.67,242.87
244.08,245.22
246.92,248.8
249.4,249.43
250.08,251.22
251.82,253.2
255.17,260.8
262.82,262.88
263.63,264.1
264.58,264.62
265.18,266.2
267.37,272.7
273.37,280.45
281.03,283.23
283.73,283.77
284.45,284.48
285.05,292.23
293.13,293.2
293.78,295.1
295.78,296.67
297.27,298.83
